DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Moisture content,,,39,%,Actual,,,,,,,,,Sediment PH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Naphthalene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Naphthalene,,Extractable,0.03,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Phenanthrene,,Extractable,9.9,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Phenanthrene,,Extractable,9.9,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Pyrene,,Extractable,23,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,SC,Spar Cove,45.222523,-66.126761,UNKWN,,,,,River/Stream,Sample-Routine,Subsurface Soil/Sediment,2020-11-26,,,,,,,Pyrene,,Extractable,23,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2020-12-08,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benz[a]anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benz[a]anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[a]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[a]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[e]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[e]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[ghi]perylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[ghi]perylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[k]fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[k]fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Dibenz[a,h]anthracene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Dibenz[a,h]anthracene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluorene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluorene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Moisture content,,,22,%,Actual,,,,,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Moisture content,,,22,%,Actual,,,,,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Naphthalene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Naphthalene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Phenanthrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Phenanthrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BB,Black Beach,45.154591,-66.229004,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benz[a]anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benz[a]anthracene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[a]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[a]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Benzo[b,j]fluoranthene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[e]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[e]pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[ghi]perylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[ghi]perylene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[k]fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Benzo[k]fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Dibenz[a,h]anthracene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Dibenz[a,h]anthracene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluoranthene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluorene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Fluorene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,"Indeno[1,2,3-cd]pyrene",,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Moisture content,,,20,%,Actual,,,,,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Moisture content,,,20,%,Actual,,,,,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Naphthalene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Naphthalene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Phenanthrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Phenanthrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,BS,Bayshore,45.244895,-66.075821,UNKWN,,,,,Ocean,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Pyrene,,Extractable,,,Calculated,Below Detection/Quantification Limit,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-20,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,UNKWN,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthene,,Extractable,0.12,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-21,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,UNKWN,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthene,,Extractable,0.12,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-21,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,UNKWN,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthylene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-21,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,UNKWN,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Acenaphthylene,,Extractable,0.02,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-21,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,UNKWN,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Anthracene,,Extractable,1.1,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PH,2021-03-21,,,RPC,
ACAP Saint John: Sediment PAHs,CB,Courtenay Bay,45.276202,-66.047032,UNKWN,,,,,Estuary,Sample-Routine,Subsurface Soil/Sediment,2021-03-11,,,,,,,Anthracene,,Extractable,1.1,mg/kg,Calculated,,0.01,mg/kg,Reporting Limit,,,,,Sediment PAH,2021-03-21,,,RPC,
